activateable,associateEntityType,associateParentEntity,createable,custom,customSetting,deepCloneable,deletable,deprecatedAndHidden,feedEnabled,hasSubtypes,isInterface,isSubtype,keyPrefix,label,labelPlural,layoutable,mergeable,mruEnabled,name,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,updateable,urls
False,,,False,False,False,False,False,False,False,False,False,False,0Pp,AI Application,AI Applications,False,False,False,AIApplication,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AIApplication/{ID}'), ('describe', '/services/data/v52.0/sobjects/AIApplication/describe'), ('sobject', '/services/data/v52.0/sobjects/AIApplication')])"
False,,,False,False,False,False,False,False,False,False,False,False,6S9,AI Application config,AI Application configs,False,False,False,AIApplicationConfig,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AIApplicationConfig/{ID}'), ('describe', '/services/data/v52.0/sobjects/AIApplicationConfig/describe'), ('sobject', '/services/data/v52.0/sobjects/AIApplicationConfig')])"
False,,,False,False,False,False,False,False,False,False,False,False,9qd,AI Insight Action,AI Insight Actions,False,False,False,AIInsightAction,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AIInsightAction/{ID}'), ('describe', '/services/data/v52.0/sobjects/AIInsightAction/describe'), ('sobject', '/services/data/v52.0/sobjects/AIInsightAction')])"
False,,,False,False,False,False,False,False,False,False,False,False,9bq,AI Insight Feedback,AI Insight Feedbacks,False,False,False,AIInsightFeedback,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AIInsightFeedback/{ID}'), ('describe', '/services/data/v52.0/sobjects/AIInsightFeedback/describe'), ('sobject', '/services/data/v52.0/sobjects/AIInsightFeedback')])"
False,,,False,False,False,False,False,False,False,False,False,False,0T2,AI Insight Reason,AI Insight Reasons,False,False,False,AIInsightReason,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AIInsightReason/{ID}'), ('describe', '/services/data/v52.0/sobjects/AIInsightReason/describe'), ('sobject', '/services/data/v52.0/sobjects/AIInsightReason')])"
False,,,False,False,False,False,False,False,False,False,False,False,9qc,AI Insight Value,AI Insight Values,False,False,False,AIInsightValue,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AIInsightValue/{ID}'), ('describe', '/services/data/v52.0/sobjects/AIInsightValue/describe'), ('sobject', '/services/data/v52.0/sobjects/AIInsightValue')])"
False,,,False,False,False,False,False,False,False,False,False,False,0ae,AI Prediction Event,AI Prediction Events,False,False,False,AIPredictionEvent,False,False,False,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AIPredictionEvent/{ID}'), ('eventSchema', '/services/data/v52.0/sobjects/AIPredictionEvent/eventSchema'), ('describe', '/services/data/v52.0/sobjects/AIPredictionEvent/describe'), ('sobject', '/services/data/v52.0/sobjects/AIPredictionEvent')])"
False,,,False,False,False,False,True,False,False,False,False,False,9qb,AI Record Insight,AI Record Insights,False,False,False,AIRecordInsight,True,True,True,False,True,True,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AIRecordInsight/{ID}'), ('describe', '/services/data/v52.0/sobjects/AIRecordInsight/describe'), ('sobject', '/services/data/v52.0/sobjects/AIRecordInsight')])"
False,,,False,False,False,False,False,False,False,False,False,False,,Accepted Event Relation,Accepted Event Relations,False,False,False,AcceptedEventRelation,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AcceptedEventRelation/{ID}'), ('describe', '/services/data/v52.0/sobjects/AcceptedEventRelation/describe'), ('sobject', '/services/data/v52.0/sobjects/AcceptedEventRelation')])"
False,,,True,False,False,False,True,False,True,False,False,False,001,Account,Accounts,True,True,True,Account,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/Account/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/Account/{ID}'), ('approvalLayouts', '/services/data/v52.0/sobjects/Account/describe/approvalLayouts'), ('listviews', '/services/data/v52.0/sobjects/Account/listviews'), ('describe', '/services/data/v52.0/sobjects/Account/describe'), ('quickActions', '/services/data/v52.0/sobjects/Account/quickActions'), ('layouts', '/services/data/v52.0/sobjects/Account/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/Account')])"
False,ChangeEvent,Account,False,False,False,False,False,False,False,False,False,False,,Account Change Event,Account Change Event,False,False,False,AccountChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AccountChangeEvent/{ID}'), ('eventSchema', '/services/data/v52.0/sobjects/AccountChangeEvent/eventSchema'), ('describe', '/services/data/v52.0/sobjects/AccountChangeEvent/describe'), ('sobject', '/services/data/v52.0/sobjects/AccountChangeEvent')])"
False,,,False,False,False,False,False,False,False,False,False,False,1CA,Account Clean Info,Account Clean Info,False,False,False,AccountCleanInfo,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AccountCleanInfo/{ID}'), ('describe', '/services/data/v52.0/sobjects/AccountCleanInfo/describe'), ('sobject', '/services/data/v52.0/sobjects/AccountCleanInfo')])"
False,,,True,False,False,False,True,False,False,False,False,False,02Z,Account Contact Role,Account Contact Roles,False,False,False,AccountContactRole,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AccountContactRole/{ID}'), ('describe', '/services/data/v52.0/sobjects/AccountContactRole/describe'), ('sobject', '/services/data/v52.0/sobjects/AccountContactRole')])"
False,ChangeEvent,AccountContactRole,False,False,False,False,False,False,False,False,False,False,,Account Contact Role Change Event,Account Contact Role Change Event,False,False,False,AccountContactRoleChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AccountContactRoleChangeEvent/{ID}'), ('eventSchema', '/services/data/v52.0/sobjects/AccountContactRoleChangeEvent/eventSchema'), ('describe', '/services/data/v52.0/sobjects/AccountContactRoleChangeEvent/describe'), ('sobject', '/services/data/v52.0/sobjects/AccountContactRoleChangeEvent')])"
False,Feed,Account,False,False,False,False,True,False,False,False,False,False,,Account Feed,Account Feed,False,False,False,AccountFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AccountFeed/{ID}'), ('describe', '/services/data/v52.0/sobjects/AccountFeed/describe'), ('sobject', '/services/data/v52.0/sobjects/AccountFeed')])"
False,History,Account,False,False,False,False,False,False,False,False,False,False,,Account History,Account History,False,False,False,AccountHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AccountHistory/{ID}'), ('describe', '/services/data/v52.0/sobjects/AccountHistory/describe'), ('sobject', '/services/data/v52.0/sobjects/AccountHistory')])"
False,,,True,False,False,False,True,False,False,False,False,False,00I,Account Partner,Account Partner,True,False,False,AccountPartner,True,False,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/AccountPartner/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/AccountPartner/{ID}'), ('describe', '/services/data/v52.0/sobjects/AccountPartner/describe'), ('layouts', '/services/data/v52.0/sobjects/AccountPartner/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/AccountPartner')])"
False,Share,Account,True,False,False,False,True,False,False,False,False,False,00r,Account Share,Account Share,False,False,False,AccountShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AccountShare/{ID}'), ('describe', '/services/data/v52.0/sobjects/AccountShare/describe'), ('sobject', '/services/data/v52.0/sobjects/AccountShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,07g,Action Link Group Template,Action Link Group Templates,True,False,True,ActionLinkGroupTemplate,True,False,True,False,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/ActionLinkGroupTemplate/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/ActionLinkGroupTemplate/{ID}'), ('describe', '/services/data/v52.0/sobjects/ActionLinkGroupTemplate/describe'), ('layouts', '/services/data/v52.0/sobjects/ActionLinkGroupTemplate/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/ActionLinkGroupTemplate')])"
False,,,True,False,False,False,True,False,False,False,False,False,07l,Action Link Template,Action Link Templates,True,False,False,ActionLinkTemplate,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ActionLinkTemplate/{ID}'), ('describe', '/services/data/v52.0/sobjects/ActionLinkTemplate/describe'), ('layouts', '/services/data/v52.0/sobjects/ActionLinkTemplate/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/ActionLinkTemplate')])"
False,,,False,False,False,False,False,False,False,False,False,False,5H2,Active Feature License Metric,Active Feature License Metrics,False,False,False,ActiveFeatureLicenseMetric,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ActiveFeatureLicenseMetric/{ID}'), ('describe', '/services/data/v52.0/sobjects/ActiveFeatureLicenseMetric/describe'), ('sobject', '/services/data/v52.0/sobjects/ActiveFeatureLicenseMetric')])"
False,,,False,False,False,False,False,False,False,False,False,False,5H1,Active Permission Set License Metric,Active Permission Set License Metrics,False,False,False,ActivePermSetLicenseMetric,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ActivePermSetLicenseMetric/{ID}'), ('describe', '/services/data/v52.0/sobjects/ActivePermSetLicenseMetric/describe'), ('sobject', '/services/data/v52.0/sobjects/ActivePermSetLicenseMetric')])"
False,,,False,False,False,False,False,False,False,False,False,False,5H0,Active Profile Metric,Active Profile Metrics,False,False,False,ActiveProfileMetric,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ActiveProfileMetric/{ID}'), ('describe', '/services/data/v52.0/sobjects/ActiveProfileMetric/describe'), ('sobject', '/services/data/v52.0/sobjects/ActiveProfileMetric')])"
False,,,False,False,False,False,False,False,False,False,False,False,,Activity History,Activity History,False,False,False,ActivityHistory,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ActivityHistory/{ID}'), ('describe', '/services/data/v52.0/sobjects/ActivityHistory/describe'), ('sobject', '/services/data/v52.0/sobjects/ActivityHistory')])"
False,,,True,False,False,False,True,False,False,False,False,False,04m,Additional Directory Number,Additional Directory Numbers,False,False,False,AdditionalNumber,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AdditionalNumber/{ID}'), ('describe', '/services/data/v52.0/sobjects/AdditionalNumber/describe'), ('sobject', '/services/data/v52.0/sobjects/AdditionalNumber')])"
False,,,False,False,False,False,False,False,False,False,False,False,,Aggregate Result,Aggregate Result,False,False,False,AggregateResult,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AggregateResult/{ID}'), ('describe', '/services/data/v52.0/sobjects/AggregateResult/describe'), ('sobject', '/services/data/v52.0/sobjects/AggregateResult')])"
False,,,True,False,False,False,True,False,False,False,False,False,8Z7,Alternative Payment Method,Alternative Payment Methods,True,False,True,AlternativePaymentMethod,True,True,True,False,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/AlternativePaymentMethod/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/AlternativePaymentMethod/{ID}'), ('describe', '/services/data/v52.0/sobjects/AlternativePaymentMethod/describe'), ('quickActions', '/services/data/v52.0/sobjects/AlternativePaymentMethod/quickActions'), ('layouts', '/services/data/v52.0/sobjects/AlternativePaymentMethod/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/AlternativePaymentMethod')])"
False,Share,AlternativePaymentMethod,True,False,False,False,True,False,False,False,False,False,,Alternative Payment Method Share,Alternative Payment Method Share,False,False,False,AlternativePaymentMethodShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AlternativePaymentMethodShare/{ID}'), ('describe', '/services/data/v52.0/sobjects/AlternativePaymentMethodShare/describe'), ('sobject', '/services/data/v52.0/sobjects/AlternativePaymentMethodShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Bt,Announcement,Announcements,False,False,False,Announcement,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/Announcement/{ID}'), ('describe', '/services/data/v52.0/sobjects/Announcement/describe'), ('sobject', '/services/data/v52.0/sobjects/Announcement')])"
False,,,True,False,False,False,True,False,False,False,False,False,01p,Apex Class,Apex Classes,False,False,True,ApexClass,True,True,True,True,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/ApexClass/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/ApexClass/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApexClass/describe'), ('sobject', '/services/data/v52.0/sobjects/ApexClass')])"
False,,,True,False,False,False,True,False,False,False,False,False,099,Visualforce Component,Visualforce Components,False,False,True,ApexComponent,True,True,True,True,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApexComponent/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApexComponent/describe'), ('sobject', '/services/data/v52.0/sobjects/ApexComponent')])"
False,,,True,False,False,False,True,False,False,False,False,False,06j,Apex Email Notification,Apex Email Notifications,False,False,False,ApexEmailNotification,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApexEmailNotification/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApexEmailNotification/describe'), ('sobject', '/services/data/v52.0/sobjects/ApexEmailNotification')])"
False,,,False,False,False,False,True,False,False,False,False,False,07L,Apex Debug Log,Apex Debug Log,False,False,False,ApexLog,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApexLog/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApexLog/describe'), ('sobject', '/services/data/v52.0/sobjects/ApexLog')])"
False,,,True,False,False,False,True,False,False,False,False,False,066,Visualforce Page,Visualforce Pages,False,False,True,ApexPage,True,True,True,True,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApexPage/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApexPage/describe'), ('sobject', '/services/data/v52.0/sobjects/ApexPage')])"
False,,,False,False,False,False,False,False,False,False,False,False,4ve,Apex Page Info,Apex Pages Info,False,False,False,ApexPageInfo,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApexPageInfo/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApexPageInfo/describe'), ('sobject', '/services/data/v52.0/sobjects/ApexPageInfo')])"
False,,,True,False,False,False,False,False,False,False,False,False,709,Apex Test Queue Item,Apex Test Queue Items,False,False,False,ApexTestQueueItem,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApexTestQueueItem/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApexTestQueueItem/describe'), ('sobject', '/services/data/v52.0/sobjects/ApexTestQueueItem')])"
False,,,True,False,False,False,True,False,False,False,False,False,07M,Apex Test Result,Apex Test Results,False,False,False,ApexTestResult,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApexTestResult/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApexTestResult/describe'), ('sobject', '/services/data/v52.0/sobjects/ApexTestResult')])"
False,,,True,False,False,False,True,False,False,False,False,False,05n,Apex Test Result Limit,Apex Test Result Limit,False,False,False,ApexTestResultLimits,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApexTestResultLimits/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApexTestResultLimits/describe'), ('sobject', '/services/data/v52.0/sobjects/ApexTestResultLimits')])"
False,,,True,False,False,False,True,False,False,False,False,False,05m,Apex Test Run Result,Apex Test Run Result,False,False,False,ApexTestRunResult,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApexTestRunResult/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApexTestRunResult/describe'), ('sobject', '/services/data/v52.0/sobjects/ApexTestRunResult')])"
False,,,True,False,False,False,True,False,False,False,False,False,05F,Apex Test Suite,Apex Test Suites,False,False,False,ApexTestSuite,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApexTestSuite/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApexTestSuite/describe'), ('sobject', '/services/data/v52.0/sobjects/ApexTestSuite')])"
False,,,True,False,False,False,True,False,False,False,False,False,01q,Apex Trigger,Apex Triggers,False,False,True,ApexTrigger,True,True,True,True,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApexTrigger/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApexTrigger/describe'), ('sobject', '/services/data/v52.0/sobjects/ApexTrigger')])"
False,,,False,False,False,False,False,False,False,False,False,False,0j5,API Anomaly Event,API Anomaly Events,False,False,False,ApiAnomalyEvent,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApiAnomalyEvent/{ID}'), ('eventSchema', '/services/data/v52.0/sobjects/ApiAnomalyEvent/eventSchema'), ('describe', '/services/data/v52.0/sobjects/ApiAnomalyEvent/describe'), ('sobject', '/services/data/v52.0/sobjects/ApiAnomalyEvent')])"
False,,,False,False,False,False,False,False,False,False,False,False,0j6,API Anomaly Event Store,API Anomaly Event Stores,True,False,True,ApiAnomalyEventStore,True,True,False,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/ApiAnomalyEventStore/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/ApiAnomalyEventStore/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApiAnomalyEventStore/describe'), ('quickActions', '/services/data/v52.0/sobjects/ApiAnomalyEventStore/quickActions'), ('layouts', '/services/data/v52.0/sobjects/ApiAnomalyEventStore/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/ApiAnomalyEventStore')])"
False,Feed,ApiAnomalyEventStore,False,False,False,False,True,False,False,False,False,False,,API Anomaly Event Store Feed,API Anomaly Event Store Feed,False,False,False,ApiAnomalyEventStoreFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApiAnomalyEventStoreFeed/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApiAnomalyEventStoreFeed/describe'), ('sobject', '/services/data/v52.0/sobjects/ApiAnomalyEventStoreFeed')])"
False,,,False,False,False,False,False,False,False,False,False,False,07t,API Event,API Events,False,False,False,ApiEvent,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApiEvent/{ID}'), ('describe', '/services/data/v52.0/sobjects/ApiEvent/describe'), ('sobject', '/services/data/v52.0/sobjects/ApiEvent')])"
False,,,False,False,False,False,False,False,False,False,False,False,0QI,API Event Stream,API Event Streams,False,False,False,ApiEventStream,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ApiEventStream/{ID}'), ('eventSchema', '/services/data/v52.0/sobjects/ApiEventStream/eventSchema'), ('describe', '/services/data/v52.0/sobjects/ApiEventStream/describe'), ('sobject', '/services/data/v52.0/sobjects/ApiEventStream')])"
False,,,True,False,False,False,True,False,False,False,False,False,0XI,App Analytics Query Request,App Analytics Query Requests,False,False,True,AppAnalyticsQueryRequest,True,True,True,False,True,True,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AppAnalyticsQueryRequest/{ID}'), ('describe', '/services/data/v52.0/sobjects/AppAnalyticsQueryRequest/describe'), ('sobject', '/services/data/v52.0/sobjects/AppAnalyticsQueryRequest')])"
False,,,False,False,False,False,False,False,False,False,False,False,06m,App Definition,App Definitions,False,False,False,AppDefinition,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AppDefinition/{ID}'), ('describe', '/services/data/v52.0/sobjects/AppDefinition/describe'), ('sobject', '/services/data/v52.0/sobjects/AppDefinition')])"
False,,,False,False,False,False,True,False,False,False,False,False,0DS,AppMenuItem,AppMenuItems,False,False,False,AppMenuItem,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AppMenuItem/{ID}'), ('describe', '/services/data/v52.0/sobjects/AppMenuItem/describe'), ('sobject', '/services/data/v52.0/sobjects/AppMenuItem')])"
False,,,False,False,False,False,False,False,False,False,False,False,06o,App Tab Member,App Tab Members,False,False,False,AppTabMember,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AppTabMember/{ID}'), ('describe', '/services/data/v52.0/sobjects/AppTabMember/describe'), ('sobject', '/services/data/v52.0/sobjects/AppTabMember')])"
False,,,True,False,False,False,True,False,False,False,False,False,0j8,Application Usage Assignment,Application Usage Assignments,True,False,False,AppUsageAssignment,True,True,True,False,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/AppUsageAssignment/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/AppUsageAssignment/{ID}'), ('describe', '/services/data/v52.0/sobjects/AppUsageAssignment/describe'), ('layouts', '/services/data/v52.0/sobjects/AppUsageAssignment/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/AppUsageAssignment')])"
False,,,True,False,False,False,True,False,False,False,False,False,0mT,Appointment Assignment Policy,Appointment Assignment Policies,True,False,False,AppointmentAssignmentPolicy,True,False,True,False,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/AppointmentAssignmentPolicy/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/AppointmentAssignmentPolicy/{ID}'), ('describe', '/services/data/v52.0/sobjects/AppointmentAssignmentPolicy/describe'), ('layouts', '/services/data/v52.0/sobjects/AppointmentAssignmentPolicy/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/AppointmentAssignmentPolicy')])"
False,,,True,False,False,False,True,False,False,False,False,False,7yO,Appointment Schedule Aggregate,Appointment Schedule Aggregates,False,False,False,AppointmentScheduleAggr,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AppointmentScheduleAggr/{ID}'), ('describe', '/services/data/v52.0/sobjects/AppointmentScheduleAggr/describe'), ('sobject', '/services/data/v52.0/sobjects/AppointmentScheduleAggr')])"
False,,,True,False,False,False,True,False,False,False,False,False,5mU,Appointment Schedule Log,Appointment Schedule Logs,False,False,False,AppointmentScheduleLog,True,True,True,False,True,True,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AppointmentScheduleLog/{ID}'), ('approvalLayouts', '/services/data/v52.0/sobjects/AppointmentScheduleLog/describe/approvalLayouts'), ('describe', '/services/data/v52.0/sobjects/AppointmentScheduleLog/describe'), ('sobject', '/services/data/v52.0/sobjects/AppointmentScheduleLog')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Vr,Appointment Scheduling Policy,Appointment Scheduling Policies,True,False,False,AppointmentSchedulingPolicy,True,False,True,False,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/AppointmentSchedulingPolicy/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/AppointmentSchedulingPolicy/{ID}'), ('describe', '/services/data/v52.0/sobjects/AppointmentSchedulingPolicy/describe'), ('layouts', '/services/data/v52.0/sobjects/AppointmentSchedulingPolicy/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/AppointmentSchedulingPolicy')])"
False,,,True,False,False,False,True,False,False,False,False,False,0mS,Appointment Topic Time Slot,Appointment Topic Time Slots,True,False,False,AppointmentTopicTimeSlot,True,True,True,False,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/AppointmentTopicTimeSlot/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/AppointmentTopicTimeSlot/{ID}'), ('describe', '/services/data/v52.0/sobjects/AppointmentTopicTimeSlot/describe'), ('quickActions', '/services/data/v52.0/sobjects/AppointmentTopicTimeSlot/quickActions'), ('layouts', '/services/data/v52.0/sobjects/AppointmentTopicTimeSlot/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/AppointmentTopicTimeSlot')])"
False,Feed,AppointmentTopicTimeSlot,False,False,False,False,True,False,False,False,False,False,,__MISSING LABEL__ PropertyFile - val AppointmentTopicTimeSlot not found in section StandardFeedLabel,__MISSING LABEL__ PropertyFile - val AppointmentTopicTimeSlot not found in section StandardFeedLabel,False,False,False,AppointmentTopicTimeSlotFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AppointmentTopicTimeSlotFeed/{ID}'), ('describe', '/services/data/v52.0/sobjects/AppointmentTopicTimeSlotFeed/describe'), ('sobject', '/services/data/v52.0/sobjects/AppointmentTopicTimeSlotFeed')])"
False,History,AppointmentTopicTimeSlot,False,False,False,False,False,False,False,False,False,False,,Appointment Topic Time Slot  History,Appointment Topic Time Slot  History,False,False,False,AppointmentTopicTimeSlotHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/AppointmentTopicTimeSlotHistory/{ID}'), ('describe', '/services/data/v52.0/sobjects/AppointmentTopicTimeSlotHistory/describe'), ('sobject', '/services/data/v52.0/sobjects/AppointmentTopicTimeSlotHistory')])"
False,,,True,False,False,False,True,False,False,False,False,False,02i,Asset,Assets,True,False,True,Asset,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/Asset/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/Asset/{ID}'), ('approvalLayouts', '/services/data/v52.0/sobjects/Asset/describe/approvalLayouts'), ('listviews', '/services/data/v52.0/sobjects/Asset/listviews'), ('describe', '/services/data/v52.0/sobjects/Asset/describe'), ('quickActions', '/services/data/v52.0/sobjects/Asset/quickActions'), ('layouts', '/services/data/v52.0/sobjects/Asset/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/Asset')])"
False,,,False,False,False,False,False,False,False,False,False,False,4nL,Asset Action,Asset Actions,True,False,False,AssetAction,True,True,True,True,True,False,False,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/AssetAction/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/AssetAction/{ID}'), ('approvalLayouts', '/services/data/v52.0/sobjects/AssetAction/describe/approvalLayouts'), ('describe', '/services/data/v52.0/sobjects/AssetAction/describe'), ('layouts', '/services/data/v52.0/sobjects/AssetAction/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/AssetAction')])"
False,,,False,False,False,False,False,False,False,False,False,False,4nM,Asset Action Source,Asset Action Sources,True,False,False,AssetActionSource,True,True,True,True,True,False,False,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/AssetActionSource/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/AssetActionSource/{ID}'), ('approvalLayouts', '/services/data/v52.0/sobjects/AssetActionSource/describe/approvalLayouts'), ('describe', '/services/data/v52.0/sobjects/AssetActionSource/describe'), ('layouts', '/services/data/v52.0/sobjects/AssetActionSource/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/AssetActionSource')])"
