activateable,associateEntityType,associateParentEntity,createable,custom,customSetting,deepCloneable,deletable,deprecatedAndHidden,feedEnabled,hasSubtypes,isInterface,isSubtype,keyPrefix,label,labelPlural,layoutable,mergeable,mruEnabled,name,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,updateable,urls
False,ChangeEvent,CampaignMemberStatus,False,False,False,False,False,False,False,False,False,False,,Campaign Member Status Change Event,Campaign Member Status Change Event,False,False,False,CampaignMemberStatusChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CampaignMemberStatusChangeEvent/{ID}'), ('eventSchema', '/services/data/v52.0/sobjects/CampaignMemberStatusChangeEvent/eventSchema'), ('describe', '/services/data/v52.0/sobjects/CampaignMemberStatusChangeEvent/describe'), ('sobject', '/services/data/v52.0/sobjects/CampaignMemberStatusChangeEvent')])"
False,Share,Campaign,True,False,False,False,True,False,False,False,False,False,08s,Campaign Share,Campaign Share,False,False,False,CampaignShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CampaignShare/{ID}'), ('describe', '/services/data/v52.0/sobjects/CampaignShare/describe'), ('sobject', '/services/data/v52.0/sobjects/CampaignShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,03O,Card Payment Method,Card Payment Methods,True,False,True,CardPaymentMethod,True,True,True,False,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/CardPaymentMethod/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/CardPaymentMethod/{ID}'), ('describe', '/services/data/v52.0/sobjects/CardPaymentMethod/describe'), ('quickActions', '/services/data/v52.0/sobjects/CardPaymentMethod/quickActions'), ('layouts', '/services/data/v52.0/sobjects/CardPaymentMethod/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/CardPaymentMethod')])"
False,,,True,False,False,False,True,False,True,False,False,False,500,Case,Cases,True,False,True,Case,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/Case/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/Case/{ID}'), ('approvalLayouts', '/services/data/v52.0/sobjects/Case/describe/approvalLayouts'), ('caseArticleSuggestions', '/services/data/v52.0/sobjects/Case/suggestedArticles'), ('caseRowArticleSuggestions', '/services/data/v52.0/sobjects/Case/{ID}/suggestedArticles'), ('listviews', '/services/data/v52.0/sobjects/Case/listviews'), ('describe', '/services/data/v52.0/sobjects/Case/describe'), ('quickActions', '/services/data/v52.0/sobjects/Case/quickActions'), ('layouts', '/services/data/v52.0/sobjects/Case/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/Case')])"
False,ChangeEvent,Case,False,False,False,False,False,False,False,False,False,False,,Case Change Event,Case Change Event,False,False,False,CaseChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CaseChangeEvent/{ID}'), ('eventSchema', '/services/data/v52.0/sobjects/CaseChangeEvent/eventSchema'), ('describe', '/services/data/v52.0/sobjects/CaseChangeEvent/describe'), ('sobject', '/services/data/v52.0/sobjects/CaseChangeEvent')])"
False,Comment,Case,True,False,False,False,True,False,False,False,False,False,00a,Case Comment,Case Comments,True,False,False,CaseComment,True,True,True,True,True,True,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CaseComment/{ID}'), ('describe', '/services/data/v52.0/sobjects/CaseComment/describe'), ('layouts', '/services/data/v52.0/sobjects/CaseComment/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/CaseComment')])"
False,,,True,False,False,False,True,False,False,False,False,False,03j,Case Contact Role,Case Contact Role,True,False,False,CaseContactRole,True,True,True,False,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/CaseContactRole/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/CaseContactRole/{ID}'), ('describe', '/services/data/v52.0/sobjects/CaseContactRole/describe'), ('layouts', '/services/data/v52.0/sobjects/CaseContactRole/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/CaseContactRole')])"
False,Feed,Case,False,False,False,False,True,False,False,False,False,False,,Case Feed,Case Feed,False,False,False,CaseFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CaseFeed/{ID}'), ('describe', '/services/data/v52.0/sobjects/CaseFeed/describe'), ('sobject', '/services/data/v52.0/sobjects/CaseFeed')])"
False,History,Case,False,False,False,False,False,False,False,False,False,False,,Case History,Case History,False,False,False,CaseHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CaseHistory/{ID}'), ('describe', '/services/data/v52.0/sobjects/CaseHistory/describe'), ('sobject', '/services/data/v52.0/sobjects/CaseHistory')])"
False,Share,Case,True,False,False,False,True,False,False,False,False,False,01n,Case Share,Case Share,False,False,False,CaseShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CaseShare/{ID}'), ('describe', '/services/data/v52.0/sobjects/CaseShare/describe'), ('sobject', '/services/data/v52.0/sobjects/CaseShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,010,Case Solution,Case Solution,False,False,False,CaseSolution,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CaseSolution/{ID}'), ('describe', '/services/data/v52.0/sobjects/CaseSolution/describe'), ('sobject', '/services/data/v52.0/sobjects/CaseSolution')])"
False,,,False,False,False,False,False,False,False,False,False,False,,Case Status Value,Case Status Value,False,False,False,CaseStatus,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CaseStatus/{ID}'), ('describe', '/services/data/v52.0/sobjects/CaseStatus/describe'), ('sobject', '/services/data/v52.0/sobjects/CaseStatus')])"
False,TeamMember,Case,True,False,False,False,True,False,False,False,False,False,,Case Team Member,Case Team Member,False,False,False,CaseTeamMember,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CaseTeamMember/{ID}'), ('describe', '/services/data/v52.0/sobjects/CaseTeamMember/describe'), ('sobject', '/services/data/v52.0/sobjects/CaseTeamMember')])"
False,TeamRole,Case,True,False,False,False,False,False,False,False,False,False,,Case Team Member Role,Case Team Member Role,False,False,False,CaseTeamRole,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CaseTeamRole/{ID}'), ('describe', '/services/data/v52.0/sobjects/CaseTeamRole/describe'), ('sobject', '/services/data/v52.0/sobjects/CaseTeamRole')])"
False,TeamTemplate,Case,True,False,False,False,True,False,False,False,False,False,,Predefined Case Team,Predefined Case Team,False,False,False,CaseTeamTemplate,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CaseTeamTemplate/{ID}'), ('describe', '/services/data/v52.0/sobjects/CaseTeamTemplate/describe'), ('sobject', '/services/data/v52.0/sobjects/CaseTeamTemplate')])"
False,TeamTemplateMember,Case,True,False,False,False,True,False,False,False,False,False,,Predefined Case Team Member,Predefined Case Team Member,False,False,False,CaseTeamTemplateMember,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CaseTeamTemplateMember/{ID}'), ('describe', '/services/data/v52.0/sobjects/CaseTeamTemplateMember/describe'), ('sobject', '/services/data/v52.0/sobjects/CaseTeamTemplateMember')])"
False,TeamTemplateRecord,Case,True,False,False,False,True,False,False,False,False,False,,Predefined Case Team Record,Predefined Case Team Record,False,False,False,CaseTeamTemplateRecord,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CaseTeamTemplateRecord/{ID}'), ('describe', '/services/data/v52.0/sobjects/CaseTeamTemplateRecord/describe'), ('sobject', '/services/data/v52.0/sobjects/CaseTeamTemplateRecord')])"
False,,,True,False,False,False,True,False,False,False,False,False,02o,Category Data,Category Data,False,False,False,CategoryData,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CategoryData/{ID}'), ('describe', '/services/data/v52.0/sobjects/CategoryData/describe'), ('sobject', '/services/data/v52.0/sobjects/CategoryData')])"
False,,,True,False,False,False,True,False,False,False,False,False,02n,Category Node,Category Nodes,False,False,False,CategoryNode,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CategoryNode/{ID}'), ('describe', '/services/data/v52.0/sobjects/CategoryNode/describe'), ('sobject', '/services/data/v52.0/sobjects/CategoryNode')])"
False,,,False,False,False,False,False,False,False,False,False,False,0ca,Chatter Activity,Chatter Activity,False,False,False,ChatterActivity,True,True,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ChatterActivity/{ID}'), ('describe', '/services/data/v52.0/sobjects/ChatterActivity/describe'), ('sobject', '/services/data/v52.0/sobjects/ChatterActivity')])"
False,,,True,False,False,False,True,False,False,False,False,False,0MY,Extension,Extensions,False,False,False,ChatterExtension,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ChatterExtension/{ID}'), ('describe', '/services/data/v52.0/sobjects/ChatterExtension/describe'), ('sobject', '/services/data/v52.0/sobjects/ChatterExtension')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Ob,Chatter Extension Configuration,Chatter Extension Configurations,False,False,False,ChatterExtensionConfig,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ChatterExtensionConfig/{ID}'), ('describe', '/services/data/v52.0/sobjects/ChatterExtensionConfig/describe'), ('sobject', '/services/data/v52.0/sobjects/ChatterExtensionConfig')])"
False,,,False,False,False,False,True,False,False,False,False,False,713,Client Browser,Client Browser,False,False,False,ClientBrowser,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ClientBrowser/{ID}'), ('describe', '/services/data/v52.0/sobjects/ClientBrowser/describe'), ('sobject', '/services/data/v52.0/sobjects/ClientBrowser')])"
False,,,True,False,False,False,True,False,True,False,False,False,0F9,Group,Groups,True,False,True,CollaborationGroup,True,False,True,True,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/CollaborationGroup/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/CollaborationGroup/{ID}'), ('listviews', '/services/data/v52.0/sobjects/CollaborationGroup/listviews'), ('describe', '/services/data/v52.0/sobjects/CollaborationGroup/describe'), ('quickActions', '/services/data/v52.0/sobjects/CollaborationGroup/quickActions'), ('layouts', '/services/data/v52.0/sobjects/CollaborationGroup/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/CollaborationGroup')])"
False,Feed,CollaborationGroup,False,False,False,False,True,False,False,False,False,False,,Group Feed,Group Feed,False,False,False,CollaborationGroupFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CollaborationGroupFeed/{ID}'), ('describe', '/services/data/v52.0/sobjects/CollaborationGroupFeed/describe'), ('sobject', '/services/data/v52.0/sobjects/CollaborationGroupFeed')])"
False,,,True,False,False,False,True,False,False,False,False,False,0FB,Group Member,Group Members,True,False,False,CollaborationGroupMember,True,True,True,False,True,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CollaborationGroupMember/{ID}'), ('describe', '/services/data/v52.0/sobjects/CollaborationGroupMember/describe'), ('layouts', '/services/data/v52.0/sobjects/CollaborationGroupMember/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/CollaborationGroupMember')])"
False,,,True,False,False,False,True,False,False,False,False,False,0I5,Group Member Request,Group Member Requests,False,False,False,CollaborationGroupMemberRequest,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CollaborationGroupMemberRequest/{ID}'), ('describe', '/services/data/v52.0/sobjects/CollaborationGroupMemberRequest/describe'), ('sobject', '/services/data/v52.0/sobjects/CollaborationGroupMemberRequest')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Aa,Group Record,Group Records,True,False,False,CollaborationGroupRecord,True,True,True,False,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/CollaborationGroupRecord/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/CollaborationGroupRecord/{ID}'), ('describe', '/services/data/v52.0/sobjects/CollaborationGroupRecord/describe'), ('layouts', '/services/data/v52.0/sobjects/CollaborationGroupRecord/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/CollaborationGroupRecord')])"
False,,,True,False,False,False,True,False,False,False,False,False,0H1,Chatter Invitation,Chatter Invitations,False,False,False,CollaborationInvitation,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CollaborationInvitation/{ID}'), ('describe', '/services/data/v52.0/sobjects/CollaborationInvitation/describe'), ('sobject', '/services/data/v52.0/sobjects/CollaborationInvitation')])"
False,,,False,False,False,False,False,False,False,False,False,False,05k,Color Definition,Color Definitions,False,False,False,ColorDefinition,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ColorDefinition/{ID}'), ('describe', '/services/data/v52.0/sobjects/ColorDefinition/describe'), ('sobject', '/services/data/v52.0/sobjects/ColorDefinition')])"
False,,,False,False,False,False,False,False,False,False,False,False,,"Note, Attachment, Google Doc And File","Notes, Attachments, Google Docs And Files",False,False,False,CombinedAttachment,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CombinedAttachment/{ID}'), ('describe', '/services/data/v52.0/sobjects/CombinedAttachment/describe'), ('sobject', '/services/data/v52.0/sobjects/CombinedAttachment')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Xl,Communication Subscription,Communication Subscriptions,True,False,True,CommSubscription,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/CommSubscription/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/CommSubscription/{ID}'), ('approvalLayouts', '/services/data/v52.0/sobjects/CommSubscription/describe/approvalLayouts'), ('describe', '/services/data/v52.0/sobjects/CommSubscription/describe'), ('quickActions', '/services/data/v52.0/sobjects/CommSubscription/quickActions'), ('layouts', '/services/data/v52.0/sobjects/CommSubscription/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/CommSubscription')])"
False,,,True,False,False,False,True,False,False,False,False,False,0eB,Communication Subscription Channel Type,Communication Subscription Channel Types,True,False,True,CommSubscriptionChannelType,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/CommSubscriptionChannelType/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionChannelType/{ID}'), ('approvalLayouts', '/services/data/v52.0/sobjects/CommSubscriptionChannelType/describe/approvalLayouts'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionChannelType/describe'), ('quickActions', '/services/data/v52.0/sobjects/CommSubscriptionChannelType/quickActions'), ('layouts', '/services/data/v52.0/sobjects/CommSubscriptionChannelType/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionChannelType')])"
False,Feed,CommSubscriptionChannelType,False,False,False,False,True,False,False,False,False,False,,Communication Subscription Channel Type Feed,Communication Subscription Channel Type Feed,False,False,False,CommSubscriptionChannelTypeFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionChannelTypeFeed/{ID}'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionChannelTypeFeed/describe'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionChannelTypeFeed')])"
False,History,CommSubscriptionChannelType,False,False,False,False,False,False,False,False,False,False,,Communication Subscription Channel Type  History,Communication Subscription Channel Type  History,False,False,False,CommSubscriptionChannelTypeHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionChannelTypeHistory/{ID}'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionChannelTypeHistory/describe'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionChannelTypeHistory')])"
False,Share,CommSubscriptionChannelType,True,False,False,False,True,False,False,False,False,False,,Communication Subscription Channel Type Share,Communication Subscription Channel Type Share,False,False,False,CommSubscriptionChannelTypeShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionChannelTypeShare/{ID}'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionChannelTypeShare/describe'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionChannelTypeShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,0dY,Communication Subscription Consent,Communication Subscription Consents,True,False,True,CommSubscriptionConsent,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/CommSubscriptionConsent/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionConsent/{ID}'), ('approvalLayouts', '/services/data/v52.0/sobjects/CommSubscriptionConsent/describe/approvalLayouts'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionConsent/describe'), ('quickActions', '/services/data/v52.0/sobjects/CommSubscriptionConsent/quickActions'), ('layouts', '/services/data/v52.0/sobjects/CommSubscriptionConsent/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionConsent')])"
False,ChangeEvent,CommSubscriptionConsent,False,False,False,False,False,False,False,False,False,False,,Communication Subscription Consent Change Event,Communication Subscription Consent Change Event,False,False,False,CommSubscriptionConsentChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionConsentChangeEvent/{ID}'), ('eventSchema', '/services/data/v52.0/sobjects/CommSubscriptionConsentChangeEvent/eventSchema'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionConsentChangeEvent/describe'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionConsentChangeEvent')])"
False,Feed,CommSubscriptionConsent,False,False,False,False,True,False,False,False,False,False,,Communication Subscription Consent Feed,Communication Subscription Consent Feed,False,False,False,CommSubscriptionConsentFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionConsentFeed/{ID}'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionConsentFeed/describe'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionConsentFeed')])"
False,History,CommSubscriptionConsent,False,False,False,False,False,False,False,False,False,False,,Communication Subscription Consent  History,Communication Subscription Consent  History,False,False,False,CommSubscriptionConsentHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionConsentHistory/{ID}'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionConsentHistory/describe'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionConsentHistory')])"
False,Share,CommSubscriptionConsent,True,False,False,False,True,False,False,False,False,False,,Communication Subscription Consent Share,Communication Subscription Consent Share,False,False,False,CommSubscriptionConsentShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionConsentShare/{ID}'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionConsentShare/describe'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionConsentShare')])"
False,Feed,CommSubscription,False,False,False,False,True,False,False,False,False,False,,Communication Subscription Feed,Communication Subscription Feed,False,False,False,CommSubscriptionFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionFeed/{ID}'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionFeed/describe'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionFeed')])"
False,History,CommSubscription,False,False,False,False,False,False,False,False,False,False,,Communication Subscription  History,Communication Subscription  History,False,False,False,CommSubscriptionHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionHistory/{ID}'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionHistory/describe'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionHistory')])"
False,Share,CommSubscription,True,False,False,False,True,False,False,False,False,False,,Communication Subscription Share,Communication Subscription Share,False,False,False,CommSubscriptionShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionShare/{ID}'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionShare/describe'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionShare')])"
False,,,True,False,False,False,True,False,False,False,False,False,0al,Communication Subscription Timing,Communication Subscription Timings,True,False,True,CommSubscriptionTiming,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/CommSubscriptionTiming/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionTiming/{ID}'), ('approvalLayouts', '/services/data/v52.0/sobjects/CommSubscriptionTiming/describe/approvalLayouts'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionTiming/describe'), ('quickActions', '/services/data/v52.0/sobjects/CommSubscriptionTiming/quickActions'), ('layouts', '/services/data/v52.0/sobjects/CommSubscriptionTiming/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionTiming')])"
False,Feed,CommSubscriptionTiming,False,False,False,False,True,False,False,False,False,False,,Communication Subscription Timing Feed,Communication Subscription Timing Feed,False,False,False,CommSubscriptionTimingFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionTimingFeed/{ID}'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionTimingFeed/describe'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionTimingFeed')])"
False,History,CommSubscriptionTiming,False,False,False,False,False,False,False,False,False,False,,Communication Subscription Timing  History,Communication Subscription Timing  History,False,False,False,CommSubscriptionTimingHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/CommSubscriptionTimingHistory/{ID}'), ('describe', '/services/data/v52.0/sobjects/CommSubscriptionTimingHistory/describe'), ('sobject', '/services/data/v52.0/sobjects/CommSubscriptionTimingHistory')])"
False,,,False,False,False,False,False,False,False,False,False,False,09a,Zone,Zones,False,False,False,Community,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/Community/{ID}'), ('describe', '/services/data/v52.0/sobjects/Community/describe'), ('sobject', '/services/data/v52.0/sobjects/Community')])"
False,,,False,False,False,False,False,False,False,False,False,False,1QR,Concurrent Long Running Apex Error Event,Concurrent Long Running Apex Error Events,False,False,False,ConcurLongRunApexErrEvent,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ConcurLongRunApexErrEvent/{ID}'), ('eventSchema', '/services/data/v52.0/sobjects/ConcurLongRunApexErrEvent/eventSchema'), ('describe', '/services/data/v52.0/sobjects/ConcurLongRunApexErrEvent/describe'), ('sobject', '/services/data/v52.0/sobjects/ConcurLongRunApexErrEvent')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Ah,Conference Number,Conference Numbers,False,False,False,ConferenceNumber,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ConferenceNumber/{ID}'), ('describe', '/services/data/v52.0/sobjects/ConferenceNumber/describe'), ('sobject', '/services/data/v52.0/sobjects/ConferenceNumber')])"
False,,,False,False,False,False,False,False,False,False,False,False,0H4,Connected App,Connected Apps,False,False,False,ConnectedApplication,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ConnectedApplication/{ID}'), ('describe', '/services/data/v52.0/sobjects/ConnectedApplication/describe'), ('sobject', '/services/data/v52.0/sobjects/ConnectedApplication')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Mo,Consumption Rate,Consumption Rates,True,False,False,ConsumptionRate,True,True,True,False,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/ConsumptionRate/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/ConsumptionRate/{ID}'), ('approvalLayouts', '/services/data/v52.0/sobjects/ConsumptionRate/describe/approvalLayouts'), ('describe', '/services/data/v52.0/sobjects/ConsumptionRate/describe'), ('layouts', '/services/data/v52.0/sobjects/ConsumptionRate/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/ConsumptionRate')])"
False,History,ConsumptionRate,False,False,False,False,False,False,False,False,False,False,,Consumption Rate History ID,Consumption Rate History ID,False,False,False,ConsumptionRateHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ConsumptionRateHistory/{ID}'), ('describe', '/services/data/v52.0/sobjects/ConsumptionRateHistory/describe'), ('sobject', '/services/data/v52.0/sobjects/ConsumptionRateHistory')])"
False,,,True,False,False,False,True,False,False,False,False,False,0Mh,Consumption Schedule,Consumption Schedules,True,False,True,ConsumptionSchedule,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/ConsumptionSchedule/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/ConsumptionSchedule/{ID}'), ('approvalLayouts', '/services/data/v52.0/sobjects/ConsumptionSchedule/describe/approvalLayouts'), ('describe', '/services/data/v52.0/sobjects/ConsumptionSchedule/describe'), ('quickActions', '/services/data/v52.0/sobjects/ConsumptionSchedule/quickActions'), ('layouts', '/services/data/v52.0/sobjects/ConsumptionSchedule/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/ConsumptionSchedule')])"
False,Feed,ConsumptionSchedule,False,False,False,False,True,False,False,False,False,False,,ConsumptionSchedule,ConsumptionSchedule,False,False,False,ConsumptionScheduleFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ConsumptionScheduleFeed/{ID}'), ('describe', '/services/data/v52.0/sobjects/ConsumptionScheduleFeed/describe'), ('sobject', '/services/data/v52.0/sobjects/ConsumptionScheduleFeed')])"
False,History,ConsumptionSchedule,False,False,False,False,False,False,False,False,False,False,,Consumption Schedule History ID,Consumption Schedule History ID,False,False,False,ConsumptionScheduleHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ConsumptionScheduleHistory/{ID}'), ('describe', '/services/data/v52.0/sobjects/ConsumptionScheduleHistory/describe'), ('sobject', '/services/data/v52.0/sobjects/ConsumptionScheduleHistory')])"
False,Share,ConsumptionSchedule,True,False,False,False,True,False,False,False,False,False,,Consumption Schedule Share,Consumption Schedule Share,False,False,False,ConsumptionScheduleShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v52.0/sobjects/ConsumptionScheduleShare/{ID}'), ('describe', '/services/data/v52.0/sobjects/ConsumptionScheduleShare/describe'), ('sobject', '/services/data/v52.0/sobjects/ConsumptionScheduleShare')])"
False,,,True,False,False,False,True,False,True,False,False,False,003,Contact,Contacts,True,True,True,Contact,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v52.0/sobjects/Contact/describe/compactLayouts'), ('rowTemplate', '/services/data/v52.0/sobjects/Contact/{ID}'), ('approvalLayouts', '/services/data/v52.0/sobjects/Contact/describe/approvalLayouts'), ('listviews', '/services/data/v52.0/sobjects/Contact/listviews'), ('describe', '/services/data/v52.0/sobjects/Contact/describe'), ('quickActions', '/services/data/v52.0/sobjects/Contact/quickActions'), ('layouts', '/services/data/v52.0/sobjects/Contact/describe/layouts'), ('sobject', '/services/data/v52.0/sobjects/Contact')])"
